USGS_gage,Long,Lat,HUC8,Watershed,Site_name
USGS-331605091013701,-91.033439,33.26873,8030209,Deer-Steele,K0060  WASHINGTON
USGS-331607090584201,-90.978437,33.26873,8030209,Deer-Steele,K0092  WASHINGTON
USGS-331608090570701,-90.952047,33.269008,8030209,Deer-Steele,L0119  WASHINGTON
USGS-331611090523600,-90.876667,33.269722,8030209,Deer-Steele,"DEER CREEK AT ARCOLA, MS"
USGS-331617090571201,-90.953436,33.271508,8030209,Deer-Steele,H0093  WASHINGTON
USGS-331619090522203,-90.8787,33.269358,8030209,Deer-Steele,L0070  WASHINGTON
USGS-331627090583801,-90.977326,33.274286,8030209,Deer-Steele,G0140  WASHINGTON
USGS-331628090544700,-90.913219,33.274694,8030209,Deer-Steele,"Agricultural Field Drainage No. 1 near Arcola, MS"
USGS-331629090544700,-90.913219,33.274778,8030209,Deer-Steele,"Ditch to Black Bayou near Arcola, MS"
USGS-331630091020601,-91.035106,33.275119,8030209,Deer-Steele,G0118  WASHINGTON
USGS-331645090554401,-90.928991,33.279286,8030209,Deer-Steele,H0055  WASHINGTON
USGS-331654091022201,-91.03955,33.281785,8030209,Deer-Steele,G0046  WASHINGTON
USGS-331656090574101,-90.961492,33.282341,8030209,Deer-Steele,H0151  WASHINGTON
USGS-331657090575301,-90.964826,33.282619,8030209,Deer-Steele,H0141  WASHINGTON
USGS-331702091021001,-91.036217,33.284008,8030209,Deer-Steele,G0021  WASHINGTON
USGS-331708090562801,-90.941214,33.285675,8030209,Deer-Steele,H0152  WASHINGTON
USGS-331716091001801,-91.005105,33.287897,8030209,Deer-Steele,G0010  WASHINGTON
USGS-331753091011400,-91.020661,33.298174,8030209,Deer-Steele,MAIN CANAL SOUTHEAST OF SWIFTWATER     072888366
USGS-331754090555500,-90.932047,33.298452,8030209,Deer-Steele,BLACK BAYOU NORTHWEST OF ARCOLA        072888191
USGS-331754091021501,-91.037606,33.298452,8030209,Deer-Steele,G0253  WASHINGTON
USGS-331755090555801,-90.93288,33.29873,8030209,Deer-Steele,H0153  WASHINGTON
USGS-331755090571601,-90.954547,33.29873,8030209,Deer-Steele,H0154  WASHINGTON
USGS-331755091022301,-91.039489,33.298219,8030209,Deer-Steele,G0164  WASHINGTON
USGS-331818091014201,-91.028439,33.305118,8030209,Deer-Steele,G0216  WASHINGTON
USGS-331825091022801,-91.041217,33.307063,8030209,Deer-Steele,G0268  WASHINGTON
USGS-331840091063601,-91.061773,33.326784,8030209,Deer-Steele,G0212  WASHINGTON
USGS-331853090542001,-90.905657,33.314841,8030209,Deer-Steele,H0017  WASHINGTON
USGS-331856090581901,-90.972048,33.315674,8030209,Deer-Steele,G0256  WASHINGTON
USGS-331925091031401,-91.053995,33.323729,8030209,Deer-Steele,G0027  WASHINGTON
USGS-331925091031402,-91.053995,33.323729,8030209,Deer-Steele,G0028  WASHINGTON
USGS-331927091000702,-91.002049,33.324285,8030209,Deer-Steele,G0053  WASHINGTON
USGS-331930091035201,-91.065031,33.326142,8030209,Deer-Steele,G0267  WASHINGTON
USGS-331938091012300,-91.023161,33.32734,8030209,Deer-Steele,MAIN CANAL EAST OF SWIFTWATER          072888353
USGS-331940090582301,-91.044564,33.327133,8030209,Deer-Steele,G0198  WASHINGTON
USGS-331941090562400,-90.940102,33.328174,8030209,Deer-Steele,BLACK BAYOU NR BURDETTE                072888181
USGS-331942091023701,-91.044564,33.327133,8030209,Deer-Steele,G0066  WASHINGTON
USGS-331945090563501,-90.943158,33.329285,8030209,Deer-Steele,H0061  WASHINGTON
USGS-331951091005501,-91.015383,33.330951,8030209,Deer-Steele,G0250  WASHINGTON
USGS-331959090540501,-90.90149,33.333174,8030209,Deer-Steele,H0028  WASHINGTON
USGS-332007091035101,-91.064273,33.335395,8030209,Deer-Steele,G0077  WASHINGTON
USGS-332028090570701,-90.952047,33.341229,8030209,Deer-Steele,H0112  WASHINGTON
USGS-332040090552901,-90.924824,33.344563,8030209,Deer-Steele,H0053  WASHINGTON
USGS-332042091020101,-91.033717,33.345118,8030209,Deer-Steele,G0049  WASHINGTON
USGS-332109090595901,-90.999827,33.352618,8030209,Deer-Steele,G0035  WASHINGTON
USGS-332126091000901,-91.002605,33.35734,8030209,Deer-Steele,D0075  WASHINGTON
USGS-332127090591601,-90.987882,33.357617,8030209,Deer-Steele,D0193  WASHINGTON
USGS-332127091032703,-91.057607,33.357617,8030209,Deer-Steele,D0057  WASHINGTON
USGS-332137091041001,-91.069551,33.360395,8030209,Deer-Steele,D0083  WASHINGTON
USGS-332137091041002,-91.069551,33.360395,8030209,Deer-Steele,D0101  WASHINGTON
USGS-332138091023901,-91.044273,33.360673,8030209,Deer-Steele,D0099  WASHINGTON
USGS-332158090571600,-90.954547,33.366229,8030209,Deer-Steele,BLACK BAYOU CANAL NR BURDETTE          072888171
USGS-332207091013001,-91.025105,33.368728,8030209,Deer-Steele,D0065  WASHINGTON
USGS-332215091001801,-91.005105,33.37095,8030209,Deer-Steele,D0059  WASHINGTON
USGS-332215091001802,-91.005105,33.37095,8030209,Deer-Steele,D0060  WASHINGTON
USGS-332227091001801,-91.005105,33.374284,8030209,Deer-Steele,D0082  WASHINGTON
USGS-332233090562301,-90.939825,33.375951,8030209,Deer-Steele,E0152  WASHINGTON
USGS-332242091030401,-91.059829,33.370117,8030209,Deer-Steele,D0176  WASHINGTON
USGS-332300090584501,-90.997605,33.372062,8030209,Deer-Steele,D0144  WASHINGTON
USGS-332358090551301,-90.920379,33.399561,8030209,Deer-Steele,E0032  WASHINGTON
USGS-332358091012300,-91.023161,33.399561,8030209,Deer-Steele,MAIN CANAL AT GREENVILLE               072888331
USGS-332401090571101,-90.953159,33.400395,8030209,Deer-Steele,E0033  WASHINGTON
USGS-332402090555601,-90.932324,33.400672,8030209,Deer-Steele,E0115  WASHINGTON
USGS-332403090574001,-90.961214,33.40095,8030209,Deer-Steele,E0107  WASHINGTON
USGS-332404090540401,-90.901212,33.401228,8030209,Deer-Steele,E0028  WASHINGTON
USGS-332405090584701,-90.988715,33.412061,8030209,Deer-Steele,D0171  WASHINGTON
USGS-332410090541301,-90.903712,33.402895,8030209,Deer-Steele,E0020  WASHINGTON
USGS-332435091013301,-91.023964,33.404289,8030209,Deer-Steele,D0129  WASHINGTON
USGS-332445091014001,-91.027884,33.412616,8030209,Deer-Steele,D0034  WASHINGTON
USGS-332453091002002,-91.005661,33.414839,8030209,Deer-Steele,D0062  WASHINGTON
USGS-332521090591800,-90.988438,33.422616,8030209,Deer-Steele,FISH LAKE NR METCALFE                  072888141
USGS-332527090592901,-90.991493,33.424283,8030209,Deer-Steele,D0080  WASHINGTON
USGS-332549091012301,-91.023272,33.429239,8030209,Deer-Steele,D0127  WASHINGTON
USGS-332556090584802,-90.973715,33.432894,8030209,Deer-Steele,D0183  WASHINGTON
USGS-335740090340801,-90.988993,32.95957,8030209,Deer-Steele,A0068  ISSAQUENA
21MSWQ_WQX-111A47,-90.974194,33.298333,8030209,Deer-Steele,SWIFTWATER BAYOU
21MSWQ_WQX-111B51,-91.060432,33.100738,8030209,Deer-Steele,LAKE WASHINGTON
USGS-331608091023135,-91.04205,33.269008,8030100,Lower Mississippi-Greenville,LAKE LEE AT WAYSIDE
USGS-331623091023700,-91.043644,33.273025,8030100,Lower Mississippi-Greenville,"LAKE LEE AT WAYSIDE, MS"
